"No.","Time","Source","Destination","Protocol","Length","Info"
"90",0.000117188,"::1",::1,MQTT,176,Connect Command
"94","1.033135733","10.0.2.15","35.158.43.69","MQTT","202","Publish Message (id=1) [hospital/building3/section1]"
"140","1.515425315","10.0.2.15","35.158.43.69","MQTT","190","Publish Message (id=2) [hospital/room2]"
"142","1.663523191","10.0.2.15","35.158.43.69","MQTT","198","Publish Message (id=3) [university/room2/room2]"
"204","2.873994259","::1","::1","MQTT","233","Publish Message (id=2) [university/building4/room0]"
"215","3.043724869","10.0.2.15","35.158.43.69","MQTT","205","Publish Message (id=4) [metaverse/department2/section1]"
"242","3.088025157","::1","::1","MQTT","239","Publish Message [metaverse/building4/area0/humidity]"
"244","3.088031546","::1","::1","MQTT","231","Publish Message [metaverse/building4/floor4]"
"246","3.088037163","::1","::1","MQTT","226","Publish Message [metaverse/department3]"
"248","3.088043019","::1","::1","MQTT","235","Publish Message (id=1) [metaverse/department3/floor1]"
"250","3.088048557","::1","::1","MQTT","243","Publish Message [metaverse/department3/section2/deposit]"
"252","3.088053890","::1","::1","MQTT","238","Publish Message [metaverse/department3/room0/light]"
"254","3.088059549","::1","::1","MQTT","244","Publish Message (id=2) [metaverse/department3/floor4/humidity]"
"256","3.088064738","::1","::1","MQTT","244","Publish Message [metaverse/department3/area0/temperature]"
"258","3.088070039","::1","::1","MQTT","224","Publish Message [metaverse/building5]"
"260","3.088075270","::1","::1","MQTT","238","Publish Message [metaverse/building5/room1/deposit]"
"262","3.088080842","::1","::1","MQTT","224","Publish Message [metaverse/facility3]"
"264","3.088087472","::1","::1","MQTT","230","Publish Message [metaverse/facility3/room1]"
"266","3.088092817","::1","::1","MQTT","236","Publish Message [metaverse/facility3/area0/light]"
"268","3.088098149","::1","::1","MQTT","241","Publish Message [metaverse/facility3/section0/deposit]"
"270","3.088103375","::1","::1","MQTT","232","Publish Message [metaverse/department4/area0]"
"272","3.088108990","::1","::1","MQTT","238","Publish Message [metaverse/department4/area0/light]"
"273","3.088146333","::1","::1","MQTT","244","Publish Message (id=1) [university/department3/floor1/deposit]"
"275","3.088154395","::1","::1","MQTT","240","Publish Message [university/facility1/area0/deposit]"
"281","3.119331010","10.0.2.15","5.196.78.28","MQTT","203","Publish Message (id=1) [factory/department2/section1]"
"284","3.131438443","::1","::1","MQTT","4166","Publish Message [metaverse/department4/area0/humidity], Publish Message (id=3) [metaverse/department4/floor3/hydraulic_valve], Publish Message [metaverse/department4/section0], Publish Message (id=4) [metaverse/department4/section0/light], Publish Message [metaverse/department4/room1], Publish Message [metaverse/room2], Publish Message [metaverse/room2/area0], Publish Message (id=5) [metaverse/room2/area0/hydraulic_valve], Publish Message [metaverse/room2/area0/humidity], Publish Message [metaverse/room2/room1], Publish Message (id=6) [metaverse/room2/room1/deposit], Publish Message (id=7) [metaverse/room2/area2], Publish Message (id=8) [metaverse/room2/section0/humidity], Publish Message [metaverse/room2/room6], Publish Message [metaverse/room2/floor4/light], Publish Message [metaverse/room2/room3/humidity], Publish Message [metaverse/building3/area2], Publish Message [metaverse/facility1], Publish Message (id=9) [metaverse/facility1/section2/pollution], Publish Message [metaverse/facility1/room6], Publish Message [metaverse/facility1/floor3/pollution], Publish Message [metaverse/facility1/floor3/humidity], Publish Message [metaverse/facility1/room3], Publish Message [metaverse/building2], Publish Message [metaverse/building2/area0/deposit], Publish Message [metaverse/building2/room3], Publish Message [metaverse/building2/floor3], Publish Message [metaverse/department2]"
"292","3.488074059","10.0.2.15","5.196.78.28","MQTT","79","Publish Message (id=2) [factory/building3]"
"296","4.014006443","::1","::1","MQTT","231","Publish Message [metaverse/facility3/floor4]"
"298","4.014196626","::1","::1","MQTT","231","Publish Message [metaverse/facility3/floor4]"
"324","4.104730732","::1","::1","MQTT","227","Publish Message [university/department3]"
"339","4.680443102","::1","::1","MQTT","223","Publish Message [factory/facility3]"
"341","4.906160230","10.0.2.15","35.158.43.69","MQTT","190","Publish Message [factory/building3]"
"343","4.948626325","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [metaverse/department2/area3]"
"369","5.106691691","::1","::1","MQTT","235","Publish Message [hospital/facility1/room6/light]"
"371","5.106694918","::1","::1","MQTT","238","Publish Message [hospital/building2/section1/light]"
"373","5.106698781","::1","::1","MQTT","226","Publish Message [metaverse/department3]"
"379","5.149480482","18.192.151.104","10.0.2.15","MQTT","351","Publish Message [university/room2/floor4/light], Publish Message [university/room2/room6/deposit]"
"381","5.151093345","18.192.151.104","10.0.2.15","MQTT","1582","Publish Message [university/room2/room6], Publish Message [university/department3/room6], Publish Message [university/building4/area0], Publish Message [university/building4/section2/humidity], Publish Message [university/facility1/floor4/temperature], Publish Message [university/department3/area0], Publish Message [university/department3/section2/temperature], Publish Message [university/building4/floor4/hydraulic_valve], Publish Message [university/facility1/section2/hydraulic_valve], Publish Message [university/room2/floor4/humidity]"
"385","5.155290538","18.192.151.104","10.0.2.15","MQTT","1154","Publish Message (id=51) [university/room2/floor4], Publish Message (id=52) [university/room2/room1/hydraulic_valve], Publish Message (id=53) [university/department4/section0/temperature], Publish Message (id=54) [university/facility3/section0/hydraulic_valve], Publish Message (id=55) [university/room2/room2], Publish Message (id=56) [university/department4/section0/hydraulic_valve], Publish Message (id=57) [university/facility1/floor4/pollution]"
"410","5.662953034","::1","::1","MQTT","236","Publish Message (id=2) [hospital/room2/area3/deposit]"
"456","6.040475130","10.0.2.15","5.196.78.28","MQTT","207","Publish Message (id=1) [university/department2/section1]"
"463","6.093071745","::1","::1","MQTT","238","Publish Message [metaverse/building5/room1/deposit]"
"465","6.093075320","::1","::1","MQTT","230","Publish Message [metaverse/facility3/room1]"
"467","6.093077638","::1","::1","MQTT","232","Publish Message [metaverse/department4/room1]"
"469","6.093080023","::1","::1","MQTT","236","Publish Message (id=10) [metaverse/room2/room1/deposit]"
"471","6.093082371","::1","::1","MQTT","226","Publish Message [metaverse/room2/room1]"
"513","6.259905298","::1","::1","MQTT","242","Publish Message [university/facility3/floor2/humidity]"
"521","6.433311510","18.192.151.104","10.0.2.15","MQTT","194","Publish Message [metaverse/room2/area0]"
"523","6.563105824","::1","::1","MQTT","228","Publish Message (id=5) [metaverse/department2]"
"527","6.563213099","::1","::1","MQTT","228","Publish Message (id=11) [metaverse/department2]"
"529","6.593177870","10.0.2.15","35.158.43.69","MQTT","190","Publish Message [factory/facility3]"
"531","6.910406971","10.0.2.15","5.196.78.28","MQTT","200","Publish Message (id=4) [hospital/building3/floor4]"
"533","6.933400064","::1","::1","MQTT","242","Publish Message [metaverse/department2/area3/pollution]"
"534","6.933492156","::1","::1","MQTT","242","Publish Message [metaverse/department2/area3/pollution]"
"579","7.107108771","::1","::1","MQTT","232","Publish Message [metaverse/department4/area0]"
"581","7.107111616","::1","::1","MQTT","227","Publish Message [metaverse/room2/area0]"
"595","7.171214510","10.0.2.15","5.196.78.28","MQTT","203","Publish Message [factory/room2/room2/pollution]"
"601","7.305879917","::1","::1","MQTT","122","Publish Message [hospital/room2/room2/pollution]"
"603","7.447570928","10.0.2.15","5.196.78.28","MQTT","206","Publish Message (id=3) [university/facility3/section1]"
"605","7.466205480","10.0.2.15","5.196.78.28","MQTT","197","Publish Message (id=4) [metaverse/department2]"
"618","8.035265318","10.0.2.15","18.192.151.104","MQTT","214","Publish Message [factory/department2/room2/hydraulic_valve]"
"624","8.048923704","10.0.2.15","5.196.78.28","MQTT","74","Publish Message [hospital/room2]"
"642","8.188023216","10.0.2.15","5.196.78.28","MQTT","196","Publish Message (id=5) [metaverse/department2]"
"648","8.384922984","10.0.2.15","35.158.43.69","MQTT","200","Publish Message [metaverse/building3/floor4]"
"650","8.509350952","10.0.2.15","5.196.78.28","MQTT","93","Publish Message (id=6) [university/department2/section1]"
"654","8.632962837","::1","::1","MQTT","231","Publish Message (id=4) [hospital/facility3/area3]"
"658","8.768313440","::1","::1","MQTT","226","Publish Message (id=5) [metaverse/facility3]"
"662","8.854807817","::1","::1","MQTT","221","Publish Message (id=7) [hospital/room1]"
"682","9.045434764","10.0.2.15","18.192.151.104","MQTT","204","Publish Message (id=1) [factory/department2/section1]"
"692","9.101124905","::1","::1","MQTT","223","Publish Message [factory/building2]"
"698","9.103677907","::1","::1","MQTT","224","Publish Message [factory/department3]"
"709","9.171025755","10.0.2.15","5.196.78.28","MQTT","201","Publish Message (id=7) [university/building3/room2]"
"717","9.188524134","18.192.151.104","10.0.2.15","MQTT","194","Publish Message [metaverse/department3]"
"721","9.196994199","18.192.151.104","10.0.2.15","MQTT","209","Publish Message [hospital/department3/section2/light]"
"769","9.254818475","10.0.2.15","18.192.151.104","MQTT","90","Publish Message [factory/facility3/area3/light]"
"776","9.353389281","10.0.2.15","5.196.78.28","MQTT","202","Publish Message (id=5) [hospital/department2/area3]"
"890","9.653444414","10.0.2.15","5.196.78.28","MQTT","194","Publish Message (id=8) [metaverse/facility3]"
"922","9.673582239","10.0.2.15","35.158.43.69","MQTT","193","Publish Message (id=8) [hospital/building3]"
"942","9.693066309","::1","::1","MQTT","239","Publish Message (id=8) [metaverse/room1/floor2/pollution]"
"1050","9.752230930","10.0.2.15","18.192.151.104","MQTT","199","Publish Message (id=2) [hospital/facility3/area3]"
"1099","9.808080517","::1","::1","MQTT","223","Publish Message (id=6) [university/room2]"
"1102","9.811784100","10.0.2.15","5.196.78.28","MQTT","86","Publish Message (id=2) [hospital/facility3/area3]"
"1128","10.030354735","::1","::1","MQTT","223","Publish Message (id=1) [metaverse/room2]"
"1139","10.102738822","::1","::1","MQTT","228","Publish Message [university/department3]"
"1141","10.102745790","::1","::1","MQTT","245","Publish Message (id=1) [university/department3/floor1/deposit]"
"1143","10.102751701","::1","::1","MQTT","234","Publish Message [university/department3/area0]"
"1145","10.102757077","::1","::1","MQTT","244","Publish Message [university/department3/area0/pollution]"
"1147","10.102762422","::1","::1","MQTT","234","Publish Message [university/department3/room6]"
"1149","10.102767691","::1","::1","MQTT","226","Publish Message [university/building4]"
"1151","10.102773128","::1","::1","MQTT","232","Publish Message [university/building4/room0]"
"1153","10.102778662","::1","::1","MQTT","237","Publish Message (id=2) [university/building4/section2]"
"1155","10.102784001","::1","::1","MQTT","251","Publish Message [university/building4/section2/hydraulic_valve]"
"1157","10.102789488","::1","::1","MQTT","232","Publish Message [university/building4/area0]"
"1159","10.102795917","::1","::1","MQTT","243","Publish Message [university/building4/area0/pollution]"
"1161","10.102801484","::1","::1","MQTT","227","Publish Message [university/facility3]"
"1163","10.102806825","::1","::1","MQTT","235","Publish Message [university/facility3/section0]"
"1165","10.102812209","::1","::1","MQTT","246","Publish Message (id=3) [university/facility3/section0/humidity]"
"1167","10.102817521","::1","::1","MQTT","232","Publish Message [university/facility3/area0]"
"1169","10.102822779","::1","::1","MQTT","243","Publish Message [university/facility3/floor2/humidity]"
"1183","10.112606892","::1","::1","MQTT","239","Publish Message [metaverse/building4/area0/humidity]"
"1185","10.112609827","::1","::1","MQTT","231","Publish Message [metaverse/building4/floor4]"
"1187","10.112612563","::1","::1","MQTT","226","Publish Message [metaverse/department3]"
"1189","10.112615044","::1","::1","MQTT","233","Publish Message [metaverse/department3/floor1]"
"1191","10.112617538","::1","::1","MQTT","243","Publish Message [metaverse/department3/section2/deposit]"
"1193","10.112619928","::1","::1","MQTT","238","Publish Message [metaverse/department3/room0/light]"
"1195","10.112622425","::1","::1","MQTT","242","Publish Message [metaverse/department3/floor4/humidity]"
"1197","10.112624866","::1","::1","MQTT","244","Publish Message [metaverse/department3/area0/temperature]"
"1199","10.112627558","::1","::1","MQTT","224","Publish Message [metaverse/building5]"
"1201","10.112630420","::1","::1","MQTT","238","Publish Message [metaverse/building5/room1/deposit]"
"1203","10.112632907","::1","::1","MQTT","224","Publish Message [metaverse/facility3]"
"1205","10.112635338","::1","::1","MQTT","230","Publish Message [metaverse/facility3/room1]"
"1207","10.112637654","::1","::1","MQTT","236","Publish Message [metaverse/facility3/area0/light]"
"1209","10.112640034","::1","::1","MQTT","241","Publish Message [metaverse/facility3/section0/deposit]"
"1211","10.112642442","::1","::1","MQTT","231","Publish Message [metaverse/facility3/floor4]"
"1213","10.112644928","::1","::1","MQTT","232","Publish Message [metaverse/department4/area0]"
"1285","10.148975091","::1","::1","MQTT","3484","Publish Message [university/building5], Publish Message [university/building5/floor3], Publish Message [university/building5/room1/temperature], Publish Message [university/room2], Publish Message (id=4) [university/room2/area0], Publish Message [university/room2/section0], Publish Message [university/room2/room1], Publish Message (id=5) [university/room2/floor3/temperature], Publish Message [university/room2/room6], Publish Message [university/department4/room1], Publish Message [university/facility1], Publish Message [university/facility1/area0/pollution], Publish Message [university/facility1/area0/deposit], Publish Message [university/facility1/area0/temperature], Publish Message [university/facility1/area0/light], Publish Message [university/facility1/floor4], Publish Message [university/facility1/floor4/pollution], Publish Message [university/facility1/section2/humidity], Publish Message [university/department2], Publish Message [university/department2/area0/temperature], Publish Message [university/department2/section1/hydraulic_valve], Publish Message [university/department2/floor3], Publish Message [university/building2]"
"1307","10.157253448","::1","::1","MQTT","4456","Publish Message [metaverse/department4/area0/light], Publish Message [metaverse/department4/area0/humidity], Publish Message [metaverse/department4/floor3/hydraulic_valve], Publish Message [metaverse/department4/section0], Publish Message [metaverse/department4/section0/light], Publish Message [metaverse/department4/room1], Publish Message [metaverse/room2], Publish Message [metaverse/room2/area0], Publish Message [metaverse/room2/area0/hydraulic_valve], Publish Message [metaverse/room2/area0/humidity], Publish Message [metaverse/room2/room1], Publish Message [metaverse/room2/room1/deposit], Publish Message [metaverse/room2/area2], Publish Message [metaverse/room2/section0/humidity], Publish Message [metaverse/room2/room6], Publish Message [metaverse/room2/floor4/light], Publish Message [metaverse/room2/room3/humidity], Publish Message [metaverse/building3/area2], Publish Message [metaverse/facility1], Publish Message [metaverse/facility1/section2/pollution], Publish Message [metaverse/facility1/room6], Publish Message [metaverse/facility1/floor3/pollution], Publish Message [metaverse/facility1/floor3/humidity], Publish Message [metaverse/facility1/room3], Publish Message [metaverse/building2], Publish Message [metaverse/building2/area0/deposit], Publish Message [metaverse/building2/room3], Publish Message [metaverse/building2/floor3], Publish Message [metaverse/department2], Publish Message [metaverse/department2/area3/pollution]"
"1543","10.349214143","10.0.2.15","5.196.78.28","MQTT","77","Publish Message (id=6) [hospital/room2]"
"1616","10.449282185","10.0.2.15","5.196.78.28","MQTT","76","Publish Message (id=7) [factory/room2]"
"1639","10.482569980","10.0.2.15","18.192.151.104","MQTT","208","Publish Message (id=3) [metaverse/room2/floor4/pollution]"
"1643","10.635495998","10.0.2.15","5.196.78.28","MQTT","95","Publish Message (id=9) [university/facility3/floor4/light]"
"1645","10.636179541","10.0.2.15","18.192.151.104","MQTT","200","Publish Message (id=3) [factory/facility3/floor4]"
"1653","10.653877715","::1","::1","MQTT","235","Publish Message (id=7) [hospital/room2/floor4/light]"
"1656","10.654031170","::1","::1","MQTT","233","Publish Message [hospital/room2/floor4/light]"
"1719","11.017915596","10.0.2.15","35.158.43.69","MQTT","195","Publish Message [university/department2]"
"1749","11.071525519","::1","::1","MQTT","225","Publish Message [hospital/department2]"
"1804","11.287771837","::1","::1","MQTT","233","Publish Message [university/department2/room0]"
"1806","11.287981781","10.0.2.15","35.158.43.69","MQTT","97","Publish Message (id=10) [university/department2/floor4/light]"
"1807","11.288007128","::1","::1","MQTT","234","Publish Message [university/department2/room0]"
"1820","11.377192463","10.0.2.15","5.196.78.28","MQTT","216","Publish Message (id=8) [metaverse/room2/section1/hydraulic_valve]"
"1824","11.499776928","10.0.2.15","5.196.78.28","MQTT","216","Publish Message (id=3) [university/room2/section1/hydraulic_valve]"
"1826","11.525415610","10.0.2.15","18.192.151.104","MQTT","189","Publish Message [metaverse/room2]"
"1830","11.659927933","10.0.2.15","5.196.78.28","MQTT","195","Publish Message (id=10) [university/facility3]"
"1831","11.660223647","::1","::1","MQTT","222","Publish Message [university/room2]"
"1834","11.660520042","::1","::1","MQTT","222","Publish Message [university/room2]"
"1838","11.763448039","10.0.2.15","35.158.43.69","MQTT","83","Publish Message (id=11) [metaverse/room2/room2]"
"1840","11.805301218","10.0.2.15","35.158.43.69","MQTT","92","Publish Message (id=12) [metaverse/department2/section1]"
"1850","11.939158586","::1","::1","MQTT","224","Publish Message [metaverse/facility3]"
"1852","11.939330837","::1","::1","MQTT","224","Publish Message [metaverse/facility3]"
"1854","11.939340695","::1","::1","MQTT","224","Publish Message [metaverse/facility3]"
"1879","12.035237840","10.0.2.15","18.192.151.104","MQTT","198","Publish Message (id=4) [university/department2]"
"1881","12.073170444","10.0.2.15","18.192.151.104","MQTT","80","Publish Message (id=1) [hospital/building3]"
"1883","12.074314443","10.0.2.15","18.192.151.104","MQTT","206","Publish Message (id=1) [university/facility3/section1]"
"1921","12.116839730","::1","::1","MQTT","251","Publish Message (id=1) [metaverse/department4/floor3/hydraulic_valve]"
"1923","12.116997430","::1","::1","MQTT","244","Publish Message (id=2) [metaverse/room2/area0/hydraulic_valve]"
"1925","12.126207592","10.0.2.15","18.192.151.104","MQTT","196","Publish Message (id=5) [university/facility3]"
"1945","12.509033798","10.0.2.15","18.192.151.104","MQTT","204","Publish Message (id=5) [factory/department2/section1]"
"1949","12.550149143","10.0.2.15","18.192.151.104","MQTT","82","Publish Message (id=6) [factory/room2/area3]"
"1951","12.560537635","10.0.2.15","5.196.78.28","MQTT","194","Publish Message (id=9) [factory/facility3]"
"1970","12.637216118","10.0.2.15","18.192.151.104","MQTT","77","Publish Message (id=2) [metaverse/room2]"
"2153","12.717019548","10.0.2.15","18.192.151.104","MQTT","188","Publish Message [metaverse/room2]"
"2167","12.795546373","10.0.2.15","5.196.78.28","MQTT","199","Publish Message (id=4) [metaverse/room2/section1]"
"2169","12.804851863","10.0.2.15","18.192.151.104","MQTT","206","Publish Message [university/facility3/room2/light]"
"2319","13.024216631","::1","::1","MQTT","108","Publish Message (id=10) [hospital/room1]"
"2323","13.056961919","10.0.2.15","18.192.151.104","MQTT","208","Publish Message [university/room2/section1/humidity]"
"2325","13.117567431","10.0.2.15","5.196.78.28","MQTT","196","Publish Message (id=11) [metaverse/department2]"
"2336","13.118654263","::1","::1","MQTT","227","Publish Message [metaverse/department3]"
"2338","13.118657238","::1","::1","MQTT","225","Publish Message [metaverse/building5]"
"2340","13.118660040","::1","::1","MQTT","225","Publish Message [metaverse/facility3]"
"2342","13.118662571","::1","::1","MQTT","221","Publish Message [metaverse/room2]"
"2344","13.118664919","::1","::1","MQTT","225","Publish Message [metaverse/facility1]"
"2346","13.118667343","::1","::1","MQTT","225","Publish Message [metaverse/building2]"
"2348","13.118669789","::1","::1","MQTT","227","Publish Message [metaverse/department2]"
"2350","13.118673053","::1","::1","MQTT","244","Publish Message (id=1) [university/department3/floor1/deposit]"
"2352","13.118675481","::1","::1","MQTT","233","Publish Message [university/department3/area0]"
"2354","13.118677858","::1","::1","MQTT","243","Publish Message [university/department3/area0/pollution]"
"2356","13.118680061","::1","::1","MQTT","233","Publish Message [university/department3/room6]"
"2358","13.118682536","::1","::1","MQTT","227","Publish Message [university/department3]"
"2363","13.118808186","::1","::1","MQTT","242","Publish Message [factory/facility3/section0/pollution]"
"2365","13.118811266","::1","::1","MQTT","236","Publish Message [factory/facility3/area0/deposit]"
"2367","13.118813848","::1","::1","MQTT","238","Publish Message [factory/facility3/area0/pollution]"
"2369","13.118816064","::1","::1","MQTT","222","Publish Message [factory/facility3]"
"2371","13.118818472","::1","::1","MQTT","232","Publish Message [factory/building5/section0]"
"2373","13.118821079","::1","::1","MQTT","222","Publish Message [factory/building5]"
"2436","13.161086237","::1","::1","MQTT","2204","Publish Message [factory/room2/room6], Publish Message [factory/room2/room6/light], Publish Message [factory/room2], Publish Message [factory/department4], Publish Message [factory/building2/area0], Publish Message [factory/building2], Publish Message [factory/building4/room6], Publish Message [factory/building4/floor4], Publish Message [factory/building4/area0], Publish Message [factory/facility1/area0/temperature], Publish Message [factory/facility1/floor3/hydraulic_valve], Publish Message [factory/facility1], Publish Message [factory/department2/section1], Publish Message [factory/department3/floor4/humidity], Publish Message [factory/department3]"
"2503","13.244405647","::1","::1","MQTT","226","Publish Message (id=10) [metaverse/facility3]"
"2507","13.244770402","::1","::1","MQTT","224","Publish Message [metaverse/facility3]"
"2508","13.244775844","::1","::1","MQTT","226","Publish Message (id=12) [metaverse/facility3]"
"2510","13.244781376","::1","::1","MQTT","225","Publish Message [metaverse/facility3]"
"2595","13.315054369","::1","::1","MQTT","245","Publish Message (id=3) [university/department2/section1/light]"
"2606","13.521855808","10.0.2.15","18.192.151.104","MQTT","211","Publish Message (id=8) [factory/building3/section1/humidity]"
"2611","13.579832628","10.0.2.15","5.196.78.28","MQTT","196","Publish Message (id=10) [university/building3]"
"2616","13.583495971","10.0.2.15","35.158.43.69","MQTT","189","Publish Message (id=13) [hospital/room2]"
"2639","13.614055643","10.0.2.15","18.192.151.104","MQTT","218","Publish Message (id=3) [university/department2/section1/temperature]"
"2646","13.746921391","10.0.2.15","5.196.78.28","MQTT","207","Publish Message (id=5) [metaverse/facility3/area3/light]"
"2647","13.747083704","10.0.2.15","18.192.151.104","MQTT","191","Publish Message [hospital/facility3]"
"2669","13.808895178","10.0.2.15","5.196.78.28","MQTT","193","Publish Message (id=11) [university/room2]"
"2673","13.840870908","::1","::1","MQTT","229","Publish Message (id=11) [university/room2/room2]"
"2677","13.841023395","::1","::1","MQTT","230","Publish Message (id=6) [university/room2/room2]"
"2719","13.976455052","10.0.2.15","35.158.43.69","MQTT","100","Publish Message (id=14) [university/building3/area3/temperature]"
"2721","13.986946518","10.0.2.15","18.192.151.104","MQTT","200","Publish Message [metaverse/department2/area3]"
"2722","13.987247322","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/building3]"
"2725","14.007698307","10.0.2.15","5.196.78.28","MQTT","217","Publish Message (id=13) [hospital/department2/room2/hydraulic_valve]"
"2741","14.091546069","10.0.2.15","18.192.151.104","MQTT","204","Publish Message (id=3) [university/department2/area3]"
"2753","14.152768640","10.0.2.15","5.196.78.28","MQTT","203","Publish Message [hospital/room2/room2/humidity]"
"2760","14.235430451","::1","::1","MQTT","238","Publish Message [hospital/room1/floor2/temperature]"
"2791","14.274777988","10.0.2.15","5.196.78.28","MQTT","214","Publish Message (id=7) [university/facility3/floor4/temperature]"
"2800","14.404461245","::1","::1","MQTT","222","Publish Message [metaverse/room2]"
"2802","14.404729986","::1","::1","MQTT","221","Publish Message [metaverse/room2]"
"2804","14.404755059","::1","::1","MQTT","221","Publish Message [metaverse/room2]"
"2806","14.404770143","::1","::1","MQTT","222","Publish Message [metaverse/room2]"
"2816","14.586075966","10.0.2.15","18.192.151.104","MQTT","214","Publish Message (id=4) [university/facility3/section1/humidity]"
"2851","14.844586648","::1","::1","MQTT","115","Publish Message (id=5) [hospital/department2]"
"2865","14.871016738","10.0.2.15","18.192.151.104","MQTT","81","Publish Message [metaverse/department2]"
"2869","14.879312867","10.0.2.15","18.192.151.104","MQTT","200","Publish Message (id=5) [hospital/building3/floor4]"
"2871","14.886094785","::1","::1","MQTT","243","Publish Message (id=12) [hospital/facility3/section1/humidity]"
"2877","14.980030200","10.0.2.15","5.196.78.28","MQTT","206","Publish Message [hospital/room2/area3/temperature]"
"2878","14.980536675","::1","::1","MQTT","238","Publish Message (id=12) [hospital/facility3/floor4/light]"
"2883","14.993384832","10.0.2.15","5.196.78.28","MQTT","83","Publish Message (id=13) [university/building3]"
"2885","15.002741388","10.0.2.15","5.196.78.28","MQTT","217","Publish Message (id=14) [university/department2/floor4/temperature]"
"2910","15.163099681","10.0.2.15","18.192.151.104","MQTT","193","Publish Message [university/facility3]"
"2914","15.186698287","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [factory/room2/area3]"
"2926","15.299425031","10.0.2.15","18.192.151.104","MQTT","194","Publish Message [factory/room2/floor4]"
"2928","15.356926381","10.0.2.15","35.158.43.69","MQTT","196","Publish Message [factory/facility3/room2]"
"2930","15.358906485","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [factory/department2]"
"2932","15.471726212","::1","::1","MQTT","128","Publish Message (id=13) [factory/building3/floor4/pollution]"
"2935","15.578676799","10.0.2.15","18.192.151.104","MQTT","97","Publish Message (id=5) [metaverse/room2/floor4/temperature]"
"2939","15.728930031","::1","::1","MQTT","231","Publish Message (id=6) [factory/facility3/room2]"
"2942","15.872630162","10.0.2.15","18.192.151.104","MQTT","189","Publish Message (id=10) [factory/room2]"
"2944","15.972099350","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [factory/department2/area3]"
"2952","16.036328606","10.0.2.15","18.192.151.104","MQTT","206","Publish Message (id=11) [factory/building3/floor4/light]"
"2965","16.093915409","::1","::1","MQTT","241","Publish Message (id=14) [metaverse/facility3/area3/humidity]"
"2968","16.094157798","::1","::1","MQTT","239","Publish Message [metaverse/facility3/area3/humidity]"
"2970","16.094164777","::1","::1","MQTT","241","Publish Message (id=13) [metaverse/facility3/area3/humidity]"
"2972","16.094410903","10.0.2.15","18.192.151.104","MQTT","192","Publish Message [hospital/building3]"
"2990","16.134646767","::1","::1","MQTT","223","Publish Message [hospital/building2]"
"3001","16.145312099","::1","::1","MQTT","235","Publish Message [metaverse/department4/section0]"
"3015","16.251991940","10.0.2.15","5.196.78.28","MQTT","204","Publish Message (id=16) [metaverse/building3/section1]"
"3017","16.261618102","10.0.2.15","18.192.151.104","MQTT","101","Publish Message (id=12) [university/facility3/floor4/temperature]"
"3025","16.291844713","::1","::1","MQTT","240","Publish Message [hospital/department2/room2/humidity]"
"3026","16.301143268","10.0.2.15","5.196.78.28","MQTT","95","Publish Message [metaverse/building3/floor4/deposit]"
"3031","16.503492112","10.0.2.15","5.196.78.28","MQTT","99","Publish Message (id=18) [factory/department2/floor4/pollution]"
"3035","16.624584059","10.0.2.15","18.192.151.104","MQTT","191","Publish Message (id=6) [university/room2]"
"3037","16.644896749","10.0.2.15","18.192.151.104","MQTT","193","Publish Message [metaverse/building3]"
"3039","16.648008639","10.0.2.15","35.158.43.69","MQTT","197","Publish Message [hospital/building3/room2]"
"3043","16.749736969","::1","::1","MQTT","225","Publish Message [university/facility3]"
"3045","16.749866753","::1","::1","MQTT","226","Publish Message [university/facility3]"
"3047","16.811352778","10.0.2.15","5.196.78.28","MQTT","206","Publish Message (id=15) [metaverse/building3/room2/light]"
"3051","16.989386176","10.0.2.15","18.192.151.104","MQTT","195","Publish Message (id=7) [metaverse/building3]"
"3053","17.004910617","10.0.2.15","5.196.78.28","MQTT","88","Publish Message (id=9) [factory/facility3/section1]"
"3084","17.262955259","::1","::1","MQTT","231","Publish Message (id=14) [factory/facility3/room0]"
"3088","17.263076868","::1","::1","MQTT","229","Publish Message [factory/facility3/room0]"
"3090","17.337861445","::1","::1","MQTT","239","Publish Message (id=7) [university/department2/section1]"
"3093","17.338009475","::1","::1","MQTT","239","Publish Message (id=7) [university/department2/section1]"
"3095","17.429418044","10.0.2.15","18.192.151.104","MQTT","204","Publish Message [factory/department2/room2/light]"
"3097","17.589198642","10.0.2.15","18.192.151.104","MQTT","210","Publish Message (id=7) [metaverse/building3/floor4/humidity]"
"3101","17.781129691","10.0.2.15","18.192.151.104","MQTT","202","Publish Message (id=11) [university/facility3/room2]"
"3103","17.805389414","10.0.2.15","5.196.78.28","MQTT","89","Publish Message (id=16) [university/facility3/floor4]"
"3109","18.038735328","10.0.2.15","18.192.151.104","MQTT","83","Publish Message (id=8) [university/facility3]"
"3111","18.074573017","::1","::1","MQTT","243","Publish Message (id=16) [university/facility3/floor4/humidity]"
"3117","18.095197934","10.0.2.15","35.158.43.69","MQTT","199","Publish Message [metaverse/facility3/floor4]"
"3125","18.136965352","::1","::1","MQTT","233","Publish Message [university/department3/area0]"
